	Source 1	Source 2	Source 3	Source 4	Source 5	Source Sum
Page 7162	4003	9343	4134	753	1730	19963
Page 2561	7620	222	494	9980	1647	19963
Page 6621	2437	2958	98	7762	6717	19972
Page 7859	688	906	9169	6017	3195	19975
Page 2008	3535	8998	1158	993	5293	19977
Page 1847	4866	1382	5612	7854	263	19977
Page 8519	454	797	7917	1222	9593	19983
Page 9072	4539	3387	6168	2794	3096	19984
Page 7313	1123	4166	1266	4540	8889	19984
Page 8945	6133	1419	5723	3810	2901	19986
Page 4669	854	9546	982	6039	2565	19986
Page 6722	9245	4449	405	1789	4105	19993
Page 2655	7615	305	9166	1645	1264	19995
Page 3506	8367	3825	4149	3558	101	20000
Page 8304	5180	494	5455	2286	6589	20004
Page 6737	2910	2387	7952	1315	5444	20008
Page 6886	1592	822	4991	8666	3937	20008
Page 9003	7550	7985	1596	2502	379	20012
Page 641	1736	5172	3625	5485	3994	20012
Page 9179	3764	4171	8982	1258	1838	20013
Page 7976	8642	8387	1269	759	956	20013
Page 1866	3535	3555	5633	6160	1131	20014
Page 9409	5901	744	121	6232	7016	20014
Page 6161	3199	5072	1120	8684	1946	20021
Page 9295	4979	1601	7694	4597	1152	20023
Page 280	719	1902	4355	3187	9860	20023
Page 5254	3403	6661	1226	332	8402	20024
Page 4415	1318	542	5618	6740	5806	20024
Page 6636	225	5565	1087	6446	6702	20025
Page 7302	90	8679	1399	7688	2170	20026
Page 5069	9319	2216	606	1436	6450	20027
Page 5285	6067	1690	3932	747	7591	20027
Page 2423	9945	7286	2741	45	12	20029
Page 4386	702	7121	517	3086	8606	20032
Page 4022	8752	1009	4872	3766	1636	20035
Page 1722	3518	1774	3778	1185	9780	20035
Page 6916	967	1444	6949	2153	8522	20035
Page 4539	176	4409	2552	4293	8605	20035
Page 3511	1902	352	3694	9468	4622	20038
Page 4293	2247	2170	9224	933	5466	20040
Page 6651	226	7396	770	4780	6868	20040
Page 8771	5178	3160	5049	6269	387	20043
Page 9000	1562	4923	3737	118	9705	20045
Page 7277	3237	995	5053	4481	6281	20047
Page 5767	6401	1683	2027	4436	5500	20047
Page 8327	1452	4951	3462	6452	3731	20048
Page 1733	6726	2754	8450	1872	248	20050
Page 5179	8963	4361	1625	3532	1572	20053
Page 3736	4436	5743	2069	6071	1735	20054
Page 7050	8	8924	7431	3666	26	20055
Page 8467	9026	2056	2047	2293	4633	20055
Page 2724	5217	3426	4044	6208	1168	20063
Page 7617	2780	9360	5935	566	1422	20063
Page 5591	7733	4055	1804	4881	1593	20066
Page 2358	1278	7427	562	9419	1382	20068
Page 8247	2557	1558	9779	265	5911	20070
Page 4589	5535	4215	2415	472	7437	20074
Page 195	4863	3746	7252	2070	2146	20077
Page 2419	5987	1123	2555	7984	2433	20082
Page 9094	9662	1030	5867	369	3159	20087
Page 1496	6698	2402	9396	1486	109	20091
Page 695	1346	5759	2284	2356	8348	20093
Page 4050	2178	1897	2573	5883	7565	20096
Page 5747	1569	4521	3662	8855	1491	20098
Page 5281	2998	3856	5115	1578	6554	20101
Page 1619	107	5732	7054	3410	3799	20102
Page 3299	4559	9603	1405	2702	1835	20104
Page 6498	5383	1759	7903	2290	2771	20106
Page 4804	1854	8898	3296	5817	245	20110
Page 9704	3922	1212	316	6166	8497	20113
Page 3645	5066	2194	5681	3135	4037	20113
Page 8975	654	2982	3058	5712	7708	20114
Page 6210	231	4506	9905	2020	3452	20114
Page 1509	2596	6978	3743	1742	5056	20115
Page 4927	483	7188	6088	739	5618	20116
Page 9523	5363	2791	1379	5080	5504	20117
Page 9029	8133	7430	1508	2910	138	20119
Page 6077	9851	2029	210	1154	6876	20120
Page 3522	2052	9330	4002	4273	464	20121
Page 927	5639	5618	32	8001	832	20122
Page 8744	9308	1467	1829	7454	64	20122
Page 7720	9658	6207	429	3120	711	20125
Page 2434	1681	4353	4536	1569	7991	20130
Page 7794	2080	3083	4819	2763	7397	20142
Page 2727	222	1153	4597	6794	7381	20147
Page 3756	8946	3714	1363	4653	1473	20149
Page 6160	7793	3163	241	7098	1856	20151
Page 3536	362	2825	9593	3946	3426	20152
Page 5208	441	1142	7854	3612	7104	20153
Page 3258	5568	5050	5579	3086	877	20160
Page 3414	9377	1005	1922	225	7634	20163
Page 5413	4742	1015	5791	3989	4632	20169
Page 628	3441	8069	1710	5485	1464	20169
Page 3947	9622	4520	2065	1147	2816	20170
Page 7474	3476	4925	100	7254	4420	20175
Page 2972	1140	3570	4291	8080	3095	20176
Page 8177	7914	1704	307	9795	459	20179
Page 9488	1506	5514	3706	6400	3054	20180
Page 5345	191	7251	3500	2497	6741	20180
Page 1987	2980	4465	4689	1119	6928	20181
Page 7410	875	5713	7371	4050	2174	20183
Page 4841	4355	6983	1826	4585	2434	20183
Page 827	3277	6865	3821	803	5419	20185
Page 1481	1982	8176	857	8120	1052	20187
Page 8953	5545	2774	6586	1400	3884	20189
Page 9450	3091	9230	477	6022	1369	20189
Page 5560	4887	4432	440	5510	4921	20190
Page 6809	6240	4024	63	3448	6418	20193
Page 602	6962	3909	2719	6213	395	20198
Page 2909	7076	2560	6845	299	3419	20199
Page 4261	6892	4037	2471	771	6030	20201
Page 1599	8292	1740	2892	3890	3391	20205
Page 6237	3203	834	3085	5748	7335	20205
Page 8774	7402	3954	1512	681	6662	20211
Page 3351	5042	2928	7030	203	5010	20213
Page 4837	78	3760	8877	1828	5671	20214
Page 7405	3684	3609	5921	3687	3313	20214
Page 2730	267	9558	5163	4820	407	20215
Page 6928	1021	6553	833	4888	6935	20230
Page 3632	5012	3500	3776	6211	1733	20232
Page 5024	6176	3406	8259	1206	1186	20233
Page 3880	3762	7670	2332	691	5781	20236
Page 3127	1947	7958	1710	813	7809	20237
Page 1760	785	762	9325	4308	5058	20238
Page 5178	3339	1120	1992	4165	9624	20240
Page 6124	1652	2399	147	8988	7054	20240
Page 9737	824	670	6887	6217	5647	20245
Page 4673	1861	2160	3614	9792	2818	20245
Page 3456	1652	4595	4542	9093	364	20246
Page 5807	5155	1025	9883	3618	566	20247
Page 9966	265	1860	8463	8446	1215	20249
Page 4723	363	8205	4648	4293	2744	20253
Page 4567	5623	2787	400	3219	8225	20254
Page 7433	2445	7836	3733	843	5397	20254
Page 3617	3857	1790	9466	5045	97	20255
Page 7057	3611	2162	206	6671	7609	20259
Page 9444	5130	3163	9300	804	1862	20259
Page 4028	7244	3825	2898	1896	4399	20262
Page 5337	1292	5119	5009	5478	3365	20263
Page 9593	517	748	5333	5332	8335	20265
Page 5205	3400	2423	2516	5681	6245	20265
Page 8074	6729	2981	2790	3730	4037	20267
Page 781	542	8607	3654	3317	4149	20269
Page 2087	3573	7498	258	6635	2309	20273
Page 4209	4029	2678	3235	8628	1703	20273
Page 5113	4238	124	997	7540	7376	20275
Page 5730	7318	1514	4511	5385	1548	20276
Page 8910	4677	3803	883	4937	5985	20285
Page 7618	1736	6045	1655	7814	3039	20289
Page 4292	5087	2618	3797	1046	7742	20290
Page 9730	947	8434	1497	2094	7318	20290
Page 9435	6385	2938	1233	1475	8261	20292
Page 9725	5248	4605	1052	1650	7738	20293
Page 5870	3334	759	5350	3108	7744	20295
Page 1800	9642	1480	7405	387	1383	20297
Page 9067	4583	4000	443	1799	9477	20302
Page 8483	2423	878	9069	3762	4171	20303
Page 2595	8889	2235	4886	3799	496	20305
Page 877	1600	3445	4831	3413	7017	20306
Page 9249	6173	119	2908	3859	7247	20306
Page 7940	8815	2293	4699	1858	2641	20306
Page 3899	5299	4124	7414	3000	469	20306
Page 1658	4802	4775	5305	1984	3443	20309
Page 109	1584	8447	1461	8471	347	20310
Page 2848	5052	4651	5768	3397	1445	20313
Page 6067	2759	1838	4101	4776	6840	20314
Page 847	2812	7772	6859	1692	1179	20314
Page 7842	8368	9787	394	947	819	20315
Page 9515	4137	1704	364	5170	8941	20316
Page 7160	5841	8860	3981	1291	347	20320
Page 3253	4364	5372	2411	1515	6659	20321
Page 8112	4194	1891	3427	3847	6965	20324
Page 4513	1237	234	7139	5302	6415	20327
Page 6093	6213	7105	1914	2089	3010	20331
Page 1770	9624	5592	1834	1425	1858	20333
Page 9093	3029	3264	3840	4020	6180	20333
Page 3142	930	9541	3240	6037	587	20335
Page 9480	4523	2884	7286	5625	18	20336
Page 3135	1523	4795	2147	3458	8413	20336
Page 6167	972	1672	2796	8185	6714	20339
Page 6403	7533	1122	7942	78	3664	20339
Page 946	1489	1755	2372	6988	7737	20341
Page 3125	1594	2538	3870	7865	4477	20344
Page 3795	3483	5360	416	1655	9431	20345
Page 3785	2778	9113	576	70	7810	20347
Page 8860	8303	9419	1008	1044	575	20349
Page 3311	4402	5896	1479	324	8248	20349
Page 4362	674	7748	4662	2568	4699	20351
Page 7585	6124	7853	551	611	5212	20351
Page 4925	4186	286	4040	3877	7963	20352
Page 8939	2112	2451	6545	613	8633	20354
Page 1633	1866	5946	3752	2772	6018	20354
Page 3783	2675	9542	200	319	7619	20355
Page 7847	1916	1388	4358	5001	7694	20357
Page 4003	4972	4093	247	9567	1479	20358
Page 6307	315	7036	985	4852	7171	20359
Page 4853	3187	282	7905	6590	2396	20360
Page 9554	3215	1933	5272	8247	1694	20361
Page 7520	4916	501	1380	9015	4554	20366
Page 3008	73	7916	7716	1749	2913	20367
Page 812	1695	6164	4758	1699	6052	20368
Page 3443	6766	443	8931	2182	2047	20369
Page 5081	3141	2535	625	9194	4880	20375
Page 2644	8376	810	3677	6276	1236	20375
Page 4206	804	5727	733	8905	4206	20375
Page 5853	4642	5615	3756	1605	4759	20377
Page 57	4794	9581	4600	36	1370	20381
Page 8865	3778	1891	1102	5885	7726	20382
Page 4217	1771	371	9593	8548	99	20382
Page 9894	3565	8979	1380	4204	2255	20383
Page 4256	3762	6946	1447	7970	258	20383
Page 9106	3921	1681	4953	5479	4350	20384
Page 2001	6284	6169	1733	6155	47	20388
Page 7631	2237	6806	1932	1831	7586	20392
Page 991	1283	8592	1607	6721	2191	20394
Page 7926	6500	6971	2320	3961	642	20394
Page 728	2534	4602	9145	4034	80	20395
Page 716	4010	2192	1778	8625	3792	20397
Page 9738	7740	6427	422	4019	1792	20400
Page 8042	6220	61	7403	2173	4550	20407
Page 7604	6928	2625	1035	7062	2760	20410
Page 3699	4286	2829	2773	5011	5514	20413
Page 4143	9598	1911	431	2511	5963	20414
Page 5567	2464	9469	279	353	7849	20414
Page 4371	5279	3944	4179	6036	978	20416
Page 7726	4638	3089	4411	8177	104	20419
Page 5485	2368	3890	5791	960	7411	20420
Page 3262	7025	7724	1677	1860	2137	20423
Page 6413	571	4007	7245	1917	6685	20425
Page 3834	6944	3934	1412	6125	2013	20428
Page 3174	508	4085	3617	5181	7039	20430
Page 9324	6670	3327	2729	326	7380	20432
Page 428	8629	3568	689	4007	3540	20433
Page 5126	615	8456	3010	6915	1437	20433
Page 4614	3422	3924	9091	451	3549	20437
Page 8023	1913	1715	1010	9311	6491	20440
Page 9566	714	4997	2359	5831	6545	20446
Page 4990	4108	1869	5532	536	8402	20447
Page 4545	4069	3446	1207	7378	4347	20447
Page 1808	1651	2875	9307	1396	5220	20449
Page 5041	2766	6773	4641	5408	865	20453
Page 203	5393	1318	4068	9437	239	20455
Page 7508	2572	899	2576	6194	8217	20458
Page 6587	8429	2772	1362	4105	3794	20462
Page 4680	276	8091	4670	2943	4483	20463
Page 5306	6388	2445	2313	360	8958	20464
Page 8185	6321	1845	6058	143	6099	20466
Page 5249	3732	503	4623	7440	4173	20471
Page 9867	2529	8861	2200	2103	4781	20474
Page 8993	2481	4831	1970	2988	8206	20476
Page 4094	2545	6377	3955	2595	5006	20478
Page 157	5433	5854	1675	2928	4588	20478
Page 8837	7590	3587	1542	3857	3903	20479
Page 234	1097	9290	5647	725	3722	20481
Page 2904	4063	1176	2383	7829	5033	20484
Page 9206	8984	850	5982	641	4029	20486
Page 6530	7181	2281	2423	7512	1089	20486
Page 6579	3052	9149	1732	618	5936	20487
Page 2388	1897	5185	2609	9343	1453	20487
Page 9273	1079	6012	6485	6782	132	20490
Page 4277	5290	6128	5889	2879	309	20495
Page 2314	4417	1025	4435	1136	9482	20495
Page 7256	1373	5955	4092	8807	270	20497
Page 7575	6749	1542	4109	7276	821	20497
Page 7328	3178	5915	2935	6777	1694	20499
Page 6716	2299	2259	2206	7505	6231	20500
Page 3098	4960	307	1478	7368	6389	20502
Page 1475	1886	5843	4284	1132	7360	20505
Page 2282	4143	2121	7267	577	6397	20505
Page 3546	1146	7380	3091	8880	9	20506
Page 9064	6247	4285	1525	3799	4652	20508
Page 815	8868	3797	989	5217	1637	20508
Page 7047	1770	3455	7804	543	6936	20508
Page 1815	3952	2796	4389	4735	4637	20509
Page 5375	349	2493	3089	5021	9568	20520
Page 5157	3660	801	4727	8371	2970	20529
Page 5289	8592	4077	816	2466	4578	20529
Page 8887	1398	5828	3025	780	9500	20531
Page 114	1583	9565	3682	1408	4299	20537
Page 7467	2489	6184	2971	4523	4375	20542
Page 8536	6270	820	2866	9376	1213	20545
Page 4953	9631	342	1232	5024	4316	20545
Page 8426	4593	2496	3471	5170	4815	20545
Page 5833	255	2231	3235	9326	5499	20546
Page 8081	1012	5479	7241	2656	4160	20548
Page 6844	3857	348	8821	6081	1441	20548
Page 90	1320	8308	2009	3909	5006	20552
Page 4862	1943	7340	9868	1273	128	20552
Page 8180	6782	1281	569	3374	8549	20555
Page 8794	956	2530	3536	7823	5711	20556
Page 453	3157	7355	1256	5731	3063	20562
Page 6675	5137	4445	1033	7634	2313	20562
Page 5034	8270	2370	2517	1805	5600	20562
Page 7108	7390	3072	7537	1642	923	20564
Page 8747	5012	5764	323	2055	7412	20566
Page 7408	573	5767	8172	5606	449	20567
Page 4492	2697	2402	7173	2181	6119	20572
Page 2381	717	7786	8349	863	2857	20572
Page 3303	8320	2721	4450	4622	460	20573
Page 4138	4998	3625	655	3934	7363	20575
Page 88	1615	1941	8917	4082	4021	20576
Page 6606	3060	5588	4102	330	7498	20578
Page 5679	1750	8698	3140	6143	850	20581
Page 4001	7013	507	6591	3470	3000	20581
Page 1788	7111	812	3046	3405	6215	20589
Page 5145	2022	6878	6362	4626	702	20590
Page 1486	551	9594	1404	4422	4620	20591
Page 1885	8070	2356	7458	2245	468	20597
Page 2908	936	2230	4188	9099	4146	20599
Page 9259	635	3813	1047	9136	5975	20606
Page 3583	4169	2673	1605	4096	8066	20609
Page 5627	2477	1681	7427	6070	2956	20611
Page 8684	1167	8929	2073	2451	5992	20612
Page 4533	3277	6756	7893	2471	216	20613
Page 4457	4312	4651	4488	5682	1481	20614
Page 452	937	5331	5960	3850	4544	20622
Page 6024	7907	5394	3924	316	3085	20626
Page 3694	4035	7899	1909	5871	914	20628
Page 159	6726	3123	1273	6574	2932	20628
Page 4478	7629	6492	1006	2518	2987	20632
Page 93	3887	9457	5181	2047	60	20632
Page 2874	7283	1522	86	7501	4241	20633
Page 7278	1128	2627	9323	911	6647	20636
Page 8676	4561	6401	7203	1345	1128	20638
Page 9864	2539	1851	4519	7710	4021	20640
Page 8499	5621	683	2032	7615	4690	20641
Page 4628	561	3570	6659	9679	173	20642
Page 8881	4746	4397	7154	1034	3311	20642
Page 4814	4552	5119	3965	514	6493	20643
Page 1228	497	4227	3793	7200	4926	20643
Page 9963	1394	956	4960	5334	8002	20646
Page 2202	5544	5823	6450	28	2803	20648
Page 9309	5415	7649	757	1785	5042	20648
Page 8955	1984	88	4624	4241	9717	20654
Page 1088	7919	324	2495	1849	8067	20654
Page 2293	8116	387	7890	1300	2962	20655
Page 7662	2522	1671	6915	5123	4427	20658
Page 38	5276	1435	8064	976	4908	20659
Page 7275	1237	7853	1507	6563	3500	20660
Page 6357	1584	5726	2656	8878	1818	20662
Page 5739	7369	244	1007	6456	5586	20662
Page 9951	1583	9696	2940	2327	4117	20663
Page 2519	3060	5421	3009	278	8895	20663
Page 3145	3495	721	7573	7159	1722	20670
Page 5907	5985	3324	1891	6538	2932	20670
Page 3342	4969	3817	5134	1338	5417	20675
Page 4997	1357	7413	4703	7194	12	20679
Page 9306	1820	9302	328	131	9101	20682
Page 3123	9720	2385	93	81	8404	20683
Page 4569	852	5722	155	8336	5619	20684
Page 9545	6208	4523	3467	3474	3020	20692
Page 2624	655	1837	9214	6291	2697	20694
Page 7909	120	7631	3177	675	9093	20696
Page 9238	6238	1601	3299	8816	749	20703
Page 3221	9225	573	5537	4302	1069	20706
Page 2779	4327	1685	3957	8885	1854	20708
Page 9124	4668	1829	5497	4874	3842	20710
Page 2230	2764	2032	6363	1957	7594	20710
Page 1069	2880	5016	3708	3830	5276	20710
Page 986	380	2849	2848	8165	6471	20713
Page 1085	5587	1998	4459	1714	6956	20714
Page 4273	5146	627	8748	867	5328	20716
Page 6742	6849	5957	6563	302	1045	20716
Page 2594	4297	1174	7348	924	6975	20718
Page 7501	694	4961	7490	5814	1760	20719
Page 4891	1007	3094	6599	6737	3285	20722
Page 3978	132	8483	3437	7846	826	20724
Page 6415	6657	591	1772	9339	2368	20727
Page 9470	2779	1623	4243	9833	2250	20728
Page 8290	1987	8295	3538	5184	1726	20730
Page 7250	1573	5835	3597	5276	4449	20730
Page 4314	2186	5606	81	4054	8805	20732
Page 2002	900	7722	519	2630	8964	20735
Page 1635	6428	1985	6639	5115	570	20737
Page 5417	1397	7867	5578	2408	3489	20739
Page 279	93	6083	5005	627	8934	20742
Page 2665	7534	958	5991	3091	3173	20747
Page 3915	561	3984	1195	9833	5176	20749
Page 7403	6412	342	3357	7819	2820	20750
Page 4430	5277	1414	9786	2737	1537	20751
Page 5508	3362	9561	3110	1888	2832	20753
Page 7240	6233	374	4384	2867	6895	20753
Page 5753	5470	6079	762	237	8206	20754
Page 9456	7931	2347	6222	2772	1484	20756
Page 5022	3150	730	4921	6384	5572	20757
Page 8012	4395	6727	1688	4203	3745	20758
Page 9918	159	4555	2272	8256	5516	20758
Page 8364	2532	1833	3778	4038	8581	20762
Page 9656	2783	2304	2062	6462	7151	20762
Page 8403	9392	1615	220	3420	6117	20764
Page 7180	5123	3152	3311	3339	5843	20768
Page 5797	8446	828	2233	5374	3888	20769
Page 4537	8443	7508	1614	2122	1084	20771
Page 2783	982	3423	7309	676	8384	20774
Page 6015	4074	4607	3068	1381	7644	20774
Page 8028	3542	2578	3175	4856	6624	20775
Page 8835	5984	6778	5346	2338	330	20776
Page 164	898	6825	2669	4307	6082	20781
Page 6267	5472	6848	1093	1570	5798	20781
Page 1554	407	4798	7695	521	7368	20789
Page 6549	8947	1865	1929	2605	5446	20792
Page 5277	559	4169	6090	6183	3791	20792
Page 2105	2954	6039	7755	387	3658	20793
Page 3325	9000	1817	6407	3011	559	20794
Page 2413	4297	352	3459	7793	4893	20794
Page 5816	9341	4844	1605	3975	1030	20795
Page 2652	8542	1504	2260	3466	5024	20796
Page 8386	2257	1917	6274	5401	4947	20796
Page 6035	2435	2662	4782	8637	2280	20796
Page 4963	2333	6771	3806	2076	5811	20797
Page 9499	7505	3159	5227	1615	3291	20797
Page 7343	3632	6600	2106	5523	2938	20799
Page 3191	5844	6200	3462	346	4948	20800
Page 5529	2196	6749	730	7254	3871	20800
Page 4171	9682	4795	5250	448	626	20801
Page 9222	6749	187	3809	1011	9046	20802
Page 4423	2928	1353	4209	6317	5997	20804
Page 6581	3082	8255	2803	3683	2986	20809
Page 7942	8408	6126	269	4090	1917	20810
Page 8601	4155	5426	2272	2625	6333	20811
Page 622	692	249	1103	8939	9828	20811
Page 2991	2245	7650	4641	3078	3201	20815
Page 9215	6807	3616	1136	9053	204	20816
Page 7218	5605	1973	624	8288	4328	20818
Page 5518	5267	4851	3712	4951	2040	20821
Page 8017	150	2161	2592	8875	7045	20823
Page 9298	1236	8618	4141	225	6605	20825
Page 1001	2792	9712	3282	2066	2975	20827
Page 775	3958	5127	798	7115	3833	20831
Page 6819	9410	453	8	6163	4800	20834
Page 4937	941	7238	2757	8879	1025	20840
Page 1640	670	1822	6478	6615	5255	20840
Page 7526	2448	2088	4098	9016	3192	20842
Page 8678	1754	7313	892	9460	1426	20845
Page 7542	6797	728	3583	8901	839	20848
Page 8322	2657	8281	2817	6872	229	20856
Page 8568	123	1352	7723	7232	4427	20857
Page 2178	257	7757	2128	2626	8092	20860
Page 8046	6322	824	8200	2836	2678	20860
Page 9822	1142	4430	4136	8901	2254	20863
Page 1950	8989	208	8994	2270	403	20864
Page 5433	7207	4004	3017	4898	1739	20865
Page 6306	7584	9227	443	1899	1716	20869
Page 2015	162	5770	9304	2566	3069	20871
Page 1886	6181	4587	1142	3359	5604	20873
Page 8313	323	3042	9082	713	7713	20873
Page 8118	146	7882	1065	8857	2931	20881
Page 4966	3310	6293	49	6491	4738	20881
Page 1952	2495	7219	3814	3936	3420	20884
Page 9116	1250	4567	3905	8497	2668	20887
Page 5906	8865	3601	6966	648	814	20894
Page 2798	5438	2441	9735	795	2486	20895
Page 9063	9912	2300	3872	2899	1919	20902
Page 7581	2133	8520	1634	871	7744	20902
Page 269	2006	8702	758	5098	4339	20903
Page 814	5700	1631	6436	3280	3860	20907
Page 2992	3579	7417	145	7079	2687	20907
Page 6004	4643	1897	7107	2970	4297	20914
Page 2658	8876	9651	191	1472	727	20917
Page 2347	6774	582	6679	5377	1505	20917
Page 5708	7847	1963	4780	4032	2296	20918
Page 5804	5977	2869	4289	2765	5022	20922
Page 4856	6087	8886	2080	2942	927	20922
Page 5873	8403	580	5727	1042	5170	20922
Page 2775	905	3948	6200	2412	7460	20925
Page 2248	1391	5141	2403	8732	3259	20926
Page 5048	7793	3108	2868	6410	749	20928
Page 2069	99	5224	2203	4994	8410	20930
Page 1673	6520	5418	2758	1151	5085	20932
Page 9395	1280	1614	9561	5475	3002	20932
Page 5043	5004	5391	3824	3012	3708	20939
Page 5354	4191	1242	6890	6439	2178	20940
Page 7282	5806	3011	1031	6060	5032	20940
Page 2020	8933	3517	3615	3433	1445	20943
Page 4682	359	6001	8098	2528	3957	20943
Page 3420	2228	2922	9890	2919	2988	20947
Page 9646	2139	2654	4358	9412	2385	20948
Page 7030	5592	8716	581	4965	1096	20950
Page 257	4200	1416	9626	4980	731	20953
Page 2597	4943	3670	1162	2038	9142	20955
Page 3204	3275	7424	87	4543	5627	20956
Page 3337	7240	2917	9069	1226	505	20957
Page 1028	3227	8102	3627	2008	3999	20963
Page 9611	127	6880	4728	4441	4788	20964
Page 3479	5083	1133	3409	3154	8187	20966
Page 5883	117	9621	1531	4713	4987	20969
Page 2496	7252	7039	1703	3244	1737	20975
Page 116	2945	8475	2731	4639	2187	20977
Page 8577	356	6827	3775	5389	4633	20980
Page 9547	8684	1	1977	2374	7944	20980
Page 1812	1860	4147	4954	88	9932	20981
Page 2982	8365	9103	2744	386	383	20981
Page 1928	4545	3290	4939	866	7341	20981
Page 192	6169	1415	4029	773	8597	20983
Page 7319	1435	2196	7727	9492	134	20984
Page 7303	7557	542	2447	1080	9360	20986
Page 403	1867	1326	7472	2256	8065	20986
Page 5932	5964	7522	6617	589	297	20989
Page 2996	4147	3251	6685	1395	5511	20989
Page 2800	1579	8100	534	3488	7289	20990
Page 1043	7620	5116	4988	3100	169	20993
Page 9407	1006	1924	7055	2056	8953	20994
Page 2427	9560	8200	2868	36	333	20997
Page 4294	549	5269	4912	703	9564	20997
Page 9267	5286	8974	157	1296	5286	20999
Page 2481	1284	208	2592	9411	7504	20999
Page 6021	6487	5636	858	2124	5896	21001
Page 9300	1438	3574	6566	7793	1631	21002
Page 4642	1316	6057	1060	9825	2744	21002
Page 3685	520	2129	5402	3190	9762	21003
Page 5582	1533	5162	1445	9626	3238	21004
Page 7634	433	5351	1708	7413	6104	21009
Page 5183	2066	6848	2678	7356	2063	21011
Page 9586	7110	2192	3949	93	7667	21011
Page 9016	8837	7886	3031	847	411	21012
Page 5416	1105	4638	4969	5377	4924	21013
Page 6816	9968	1218	7321	330	2178	21015
Page 5904	5468	227	4959	1963	8401	21018
Page 3336	2445	1381	1781	9292	6121	21020
Page 9734	8204	2134	962	4366	5355	21021
